gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
434,Benin,1968,1969,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1970,1972,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,1970,1972,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1970,1972,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1970,1972,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1973,1989,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,1973,1989,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1973,1989,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1973,1989,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1990,1990,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,1990,1990,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1990,1990,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,JUNIOR PARTNER,false
434,Benin,1990,1990,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,1991,1995,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,1991,1995,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1991,1995,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,JUNIOR PARTNER,false
434,Benin,1991,1995,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,1996,2006,South/Central (Fon),1000,43401000,,0.33,POWERLESS,false
434,Benin,1996,2006,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1996,2006,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1996,2006,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,2007,2013,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,2007,2013,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,2007,2013,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,2007,2013,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
435,Mauritania,1960,1976,White Moors (Beydan),1000,43501000,,0.43,SENIOR PARTNER,false
435,Mauritania,1960,1976,Haratins (Black Moors),2000,43502000,,0.41,JUNIOR PARTNER,false
435,Mauritania,1960,1976,Black Africans,3000,43503000,,0.16,JUNIOR PARTNER,false
435,Mauritania,1977,1977,White Moors (Beydan),1000,43501000,,0.4,SENIOR PARTNER,false
435,Mauritania,1977,1977,Haratins (Black Moors),2000,43502000,,0.39,JUNIOR PARTNER,false
435,Mauritania,1977,1977,Black Africans,3000,43503000,,0.14,JUNIOR PARTNER,false
435,Mauritania,1977,1977,Sahrawis,4000,43504000,,0.07,DISCRIMINATED,false
435,Mauritania,1978,1979,White Moors (Beydan),1000,43501000,,0.4,JUNIOR PARTNER,false
435,Mauritania,1978,1979,Haratins (Black Moors),2000,43502000,,0.39,SENIOR PARTNER,false
435,Mauritania,1978,1979,Black Africans,3000,43503000,,0.14,JUNIOR PARTNER,false
435,Mauritania,1978,1979,Sahrawis,4000,43504000,,0.07,DISCRIMINATED,false
435,Mauritania,1980,1983,White Moors (Beydan),1000,43501000,,0.43,JUNIOR PARTNER,false
435,Mauritania,1980,1983,Haratins (Black Moors),2000,43502000,,0.41,SENIOR PARTNER,false
435,Mauritania,1980,1983,Black Africans,3000,43503000,,0.16,JUNIOR PARTNER,false
435,Mauritania,1984,2013,Haratins (Black Moors),2000,43502000,,0.4,JUNIOR PARTNER,false
435,Mauritania,1984,2013,White Moors (Beydan),1000,43501000,,0.3,SENIOR PARTNER,false
435,Mauritania,1984,2013,Black Africans,3000,43503000,,0.3,JUNIOR PARTNER,false
436,Niger,1960,1990,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1960,1990,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1960,1990,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1960,1990,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,1960,1990,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1960,1990,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1991,1991,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1991,1991,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1991,1991,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1991,1991,Tuareg,6000,43606000,,0.08,DISCRIMINATED,false
436,Niger,1991,1991,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1991,1991,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1992,1993,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1992,1993,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,1992,1993,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1992,1993,Tuareg,6000,43606000,,0.08,DISCRIMINATED,false
436,Niger,1992,1993,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1992,1993,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1994,1995,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1994,1995,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,1994,1995,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1994,1995,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,1994,1995,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1994,1995,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1996,1996,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1996,1996,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,1996,1996,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1996,1996,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,1996,1996,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1996,1996,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1997,1999,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1997,1999,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1997,1999,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,1997,1999,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,1997,1999,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1997,1999,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2000,2004,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2000,2004,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2000,2004,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,2000,2004,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,2000,2004,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2000,2004,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
436,Niger,2005,2009,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2005,2009,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2005,2009,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,2005,2009,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2005,2009,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2005,2009,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
436,Niger,2010,2010,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2010,2010,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2010,2010,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,2010,2010,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2010,2010,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2010,2010,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2011,2011,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,2011,2011,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,false
436,Niger,2011,2011,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,2011,2011,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2011,2011,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,2011,2011,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2012,2013,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,2012,2013,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,2012,2013,Peul,4000,43604000,,0.085,IRRELEVANT,
436,Niger,2012,2013,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,2012,2013,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2012,2013,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,JUNIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Baule (Akan),1000,43701000,,0.2,SENIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,1960,1993,Southern Mande,5000,43705000,,0.1,IRRELEVANT,
437,Cote d'Ivoire,1994,1999,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,1994,1999,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,1994,1999,Baule (Akan),1000,43701000,,0.2,SENIOR PARTNER,false
437,Cote d'Ivoire,1994,1999,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,1994,1999,Southern Mande,5000,43705000,,0.1,DISCRIMINATED,false
437,Cote d'Ivoire,2000,2000,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,2000,2000,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Baule (Akan),1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Kru,2000,43702000,,0.11,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Southern Mande,5000,43705000,,0.1,SENIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,2001,2002,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Baule (Akan),1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Kru,2000,43702000,,0.11,SENIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Baule (Akan),1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Kru,2000,43702000,,0.11,SENIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2013,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,SENIOR PARTNER,false
437,Cote d'Ivoire,2012,2013,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2013,Baule (Akan),1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2013,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,2012,2013,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
438,Guinea,1958,1984,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,1958,1984,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,1958,1984,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
438,Guinea,1985,1985,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,1985,1985,Malinke,1000,43801000,,0.3,JUNIOR PARTNER,false
438,Guinea,1985,1985,Susu,3000,43803000,,0.2,SENIOR PARTNER,false
438,Guinea,1986,2008,Peul,2000,43802000,,0.4,POWERLESS,false
438,Guinea,1986,2008,Malinke,1000,43801000,,0.3,POWERLESS,false
438,Guinea,1986,2008,Susu,3000,43803000,,0.2,DOMINANT,
438,Guinea,2009,2009,Peul,2000,43802000,,0.4,SENIOR PARTNER,false
438,Guinea,2009,2009,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2009,2009,Susu,3000,43803000,,0.2,SENIOR PARTNER,false
438,Guinea,2010,2010,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,2010,2010,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2010,2010,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
438,Guinea,2011,2013,Peul,2000,43802000,,0.4,POWERLESS,false
438,Guinea,2011,2013,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2011,2013,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
439,Burkina Faso,1960,2013,Gur,1000,43901000,,0.67,IRRELEVANT,
450,Liberia,1946,1980,Indigenous Peoples,3000,45003000,,0.98,DISCRIMINATED,false
450,Liberia,1946,1980,Americo-Liberians,1000,45001000,,0.02,MONOPOLY,
450,Liberia,1981,1989,Kpelle (Guerze),3040,45003040,45003000,0.21,IRRELEVANT,
450,Liberia,1981,1989,Gio,3020,45003020,45003000,0.08,DISCRIMINATED,false
450,Liberia,1981,1989,Mano,3080,45003080,45003000,0.07,DISCRIMINATED,false
450,Liberia,1981,1989,Krahn (Guere),3050,45003050,45003000,0.05,DOMINANT,
450,Liberia,1981,1989,Kru,3060,45003060,45003000,0.05,IRRELEVANT,
450,Liberia,1981,1989,Americo-Liberians,1000,45001000,,0.02,DISCRIMINATED,false
450,Liberia,1981,1989,Mandingo,3070,45003070,45003000,0.017,IRRELEVANT,
450,Liberia,1990,1996,Kpelle (Guerze),3040,45003040,45003000,0.21,STATE COLLAPSE,false
450,Liberia,1990,1996,Gio,3020,45003020,45003000,0.08,STATE COLLAPSE,false
450,Liberia,1990,1996,Mano,3080,45003080,45003000,0.07,STATE COLLAPSE,false
450,Liberia,1990,1996,Krahn (Guere),3050,45003050,45003000,0.05,STATE COLLAPSE,false
450,Liberia,1990,1996,Kru,3060,45003060,45003000,0.05,STATE COLLAPSE,false
450,Liberia,1990,1996,Americo-Liberians,1000,45001000,,0.02,STATE COLLAPSE,false
450,Liberia,1990,1996,Mandingo,3070,45003070,45003000,0.017,STATE COLLAPSE,false
450,Liberia,1997,2003,Kpelle (Guerze),3040,45003040,45003000,0.21,IRRELEVANT,
450,Liberia,1997,2003,Gio,3020,45003020,45003000,0.08,JUNIOR PARTNER,false
450,Liberia,1997,2003,Mano,3080,45003080,45003000,0.07,JUNIOR PARTNER,false
450,Liberia,1997,2003,Krahn (Guere),3050,45003050,45003000,0.05,DISCRIMINATED,false
450,Liberia,1997,2003,Kru,3060,45003060,45003000,0.05,IRRELEVANT,
450,Liberia,1997,2003,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,1997,2003,Mandingo,3070,45003070,45003000,0.017,DISCRIMINATED,false
450,Liberia,2004,2005,Kpelle (Guerze),3040,45003040,45003000,0.21,IRRELEVANT,
450,Liberia,2004,2005,Gio,3020,45003020,45003000,0.08,SENIOR PARTNER,false
450,Liberia,2004,2005,Mano,3080,45003080,45003000,0.07,SENIOR PARTNER,false
450,Liberia,2004,2005,Krahn (Guere),3050,45003050,45003000,0.05,SENIOR PARTNER,false
450,Liberia,2004,2005,Kru,3060,45003060,45003000,0.05,IRRELEVANT,
450,Liberia,2004,2005,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,2004,2005,Mandingo,3070,45003070,45003000,0.017,SENIOR PARTNER,false
450,Liberia,2006,2013,Kpelle (Guerze),3040,45003040,45003000,0.21,IRRELEVANT,
450,Liberia,2006,2013,Gio,3020,45003020,45003000,0.08,JUNIOR PARTNER,false
450,Liberia,2006,2013,Mano,3080,45003080,45003000,0.07,JUNIOR PARTNER,false
450,Liberia,2006,2013,Krahn (Guere),3050,45003050,45003000,0.05,JUNIOR PARTNER,false
450,Liberia,2006,2013,Kru,3060,45003060,45003000,0.05,IRRELEVANT,
450,Liberia,2006,2013,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,2006,2013,Mandingo,3070,45003070,45003000,0.017,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,1961,1964,Creole,1000,45101000,,0.06,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1965,1967,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,POWERLESS,false
451,Sierra Leone,1965,1967,Mende,4000,45104000,,0.3,DOMINANT,
451,Sierra Leone,1965,1967,Creole,1000,45101000,,0.06,POWERLESS,false
451,Sierra Leone,1965,1967,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1968,1992,Mende,4000,45104000,,0.3,POWERLESS,false
451,Sierra Leone,1968,1992,Temne,5060,45105060,45105000,0.3,JUNIOR PARTNER,false
451,Sierra Leone,1968,1992,Limba,5030,45105030,45105000,0.08,SENIOR PARTNER,false
451,Sierra Leone,1968,1992,Creole,1000,45101000,,0.06,JUNIOR PARTNER,false
451,Sierra Leone,1968,1992,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1993,1996,Mende,4000,45104000,,0.3,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Temne,5060,45105060,45105000,0.3,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Limba,5030,45105030,45105000,0.08,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Creole,1000,45101000,,0.06,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Kono,2000,45102000,,0.04,STATE COLLAPSE,false
451,Sierra Leone,1997,1997,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,1997,1997,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,1997,1997,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,1997,1997,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1998,2001,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Mende,4000,45104000,,0.3,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Creole,1000,45101000,,0.06,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Kono,2000,45102000,,0.04,STATE COLLAPSE,false
451,Sierra Leone,2002,2005,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,POWERLESS,false
451,Sierra Leone,2002,2005,Mende,4000,45104000,,0.3,DOMINANT,
451,Sierra Leone,2002,2005,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2002,2005,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,2006,2007,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,2006,2007,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,2006,2007,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2006,2007,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Mende,4000,45104000,,0.3,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Temne,5060,45105060,45105000,0.3,SENIOR PARTNER,false
451,Sierra Leone,2008,2012,Limba,5030,45105030,45105000,0.08,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2008,2012,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
451,Sierra Leone,2013,2013,Mende,4000,45104000,,0.3,POWERLESS,false
451,Sierra Leone,2013,2013,Temne,5060,45105060,45105000,0.3,SENIOR PARTNER,false
451,Sierra Leone,2013,2013,Limba,5030,45105030,45105000,0.08,JUNIOR PARTNER,false
451,Sierra Leone,2013,2013,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2013,2013,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
452,Ghana,1957,1966,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,1957,1966,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1957,1966,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1957,1966,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1957,1966,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1967,1969,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1967,1969,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1967,1969,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1967,1969,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1967,1969,Ga-Adangbe,3000,45203000,,0.08,SENIOR PARTNER,false
452,Ghana,1970,1971,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,1970,1971,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1970,1971,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1970,1971,Ewe,2000,45202000,,0.13,POWERLESS,false
452,Ghana,1970,1971,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1972,1981,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1972,1981,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1972,1981,Asante (Akan),1000,45201000,,0.15,SENIOR PARTNER,false
452,Ghana,1972,1981,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1972,1981,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1982,2000,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1982,2000,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1982,2000,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1982,2000,Ewe,2000,45202000,,0.13,SENIOR PARTNER,false
452,Ghana,1982,2000,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2001,2008,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,2001,2008,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,2001,2008,Asante (Akan),1000,45201000,,0.15,SENIOR PARTNER,false
452,Ghana,2001,2008,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,2001,2008,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2009,2012,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,2009,2012,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,2009,2012,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,2009,2012,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,2009,2012,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2013,2013,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,2013,2013,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,SENIOR PARTNER,false
452,Ghana,2013,2013,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,2013,2013,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,2013,2013,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
461,Togo,1960,1962,Ewe (and related groups),1000,46101000,,0.44,DOMINANT,
461,Togo,1960,1962,KabrÃ© (and related groups),2000,46102000,,0.27,POWERLESS,false
461,Togo,1963,1966,Ewe (and related groups),1000,46101000,,0.44,SENIOR PARTNER,false
461,Togo,1963,1966,KabrÃ© (and related groups),2000,46102000,,0.27,JUNIOR PARTNER,false
461,Togo,1967,1990,Ewe (and related groups),1000,46101000,,0.44,POWERLESS,false
461,Togo,1967,1990,KabrÃ© (and related groups),2000,46102000,,0.27,DOMINANT,
461,Togo,1991,1991,Ewe (and related groups),1000,46101000,,0.44,JUNIOR PARTNER,false
